"mpio_cdpmp","dep_amb","dep_nombre","mun_amb","mun_nombre","amb_code","dep_code","mesas_instaladas","mesas_escrutadas","votantes_potenciales","votantes","no_marcados","nulos","validos","LEONARDO.HUMBERTO.HUERTA.GUTIERREZ","CLAUDIA.NAYIBE.LOPEZ.HERNANDEZ","PALOMA.SUSANA.VALENCIA.LASERNA","JUAN.MANUEL.GALAN.PACHON","VICTORIA.EUGENIA.DAVILA.HOYOS","ENRIQUE.PEÑALOSA.LONDOÑO","JUAN.DANIEL.OVIEDO.ARANGO","MAURICIO.CARDENAS.SANTAMARIA","JUAN.CARLOS.PINZON.BUENO","DAVID.ANDRES.LUNA.SANCHEZ","ANIBAL.GAVIRIA.CORREA","ROY.LEONARDO.BARRERAS.MONTEALEGRE","MARTHA.VIVIANA.BERNAL.AMAYA","HECTOR.ELIAS.PINEDA.SALAZAR","EDISON.LUCIO.TORRES.MORENO","DANIEL.QUINTERO.CALLE"
"76670","3100","VALLE DEL CAUCA","3100094","SAN PEDRO","3100094","31","54","54",15356,1633,170,180,1283,5,107,618,53,61,11,182,12,52,13,8,104,8,5,6,38
"76736","3100","VALLE DEL CAUCA","3100097","SEVILLA","3100097","31","120","120",38319,4721,474,450,3797,21,275,1962,198,149,72,498,35,171,26,30,183,25,7,31,114
"76823","3100","VALLE DEL CAUCA","3100100","TORO","3100100","31","46","46",13046,1870,188,131,1551,13,97,790,43,73,20,126,5,48,9,16,262,6,3,7,33
"76828","3100","VALLE DEL CAUCA","3100103","TRUJILLO","3100103","31","58","58",16992,2638,343,219,2076,19,146,1079,81,101,29,167,13,87,13,16,247,9,2,20,47
"76834","3100","VALLE DEL CAUCA","3100106","TULUA","3100106","31","534","534",175038,28800,1968,3420,23412,131,1831,10342,1098,1075,374,3796,170,1233,239,152,1751,110,91,200,819
"76845","3100","VALLE DEL CAUCA","3100109","ULLOA","3100109","31","19","19",5508,603,70,44,489,7,28,234,19,23,10,50,4,23,6,1,32,4,2,3,43
"76863","3100","VALLE DEL CAUCA","3100112","VERSALLES","3100112","31","33","33",7622,1144,99,60,985,6,43,623,34,35,17,68,3,35,7,4,85,5,2,4,14
"76869","3100","VALLE DEL CAUCA","3100115","VIJES","3100115","31","38","38",11440,1107,191,121,795,7,60,409,38,25,10,91,8,37,5,6,67,5,3,8,16
"76890","3100","VALLE DEL CAUCA","3100118","YOTOCO","3100118","31","52","52",15794,1615,162,199,1254,10,98,545,60,51,19,155,9,50,7,7,173,7,14,12,37
"76892","3100","VALLE DEL CAUCA","3100121","YUMBO","3100121","31","343","342",113020,13105,1551,1829,9725,91,870,3161,624,328,111,1842,74,565,82,51,1175,54,65,127,505
"76895","3100","VALLE DEL CAUCA","3100124","ZARZAL","3100124","31","124","124",40245,4525,532,604,3389,32,284,1292,177,107,50,471,32,140,21,20,495,22,26,35,185
"97511","6800","VAUPES","6800013","PACOA","6800013","68","6","6",1258,71,31,3,37,2,3,2,4,2,5,0,0,5,3,0,6,0,0,0,5
"97161","6800","VAUPES","6800004","CARURU","6800004","68","6","6",1774,116,25,6,85,3,12,21,11,3,1,5,0,2,1,1,11,1,1,4,8
"97001","6800","VAUPES","6800001","MITU","6800001","68","67","67",20009,2729,591,100,2038,31,245,485,202,72,52,200,30,47,36,25,406,21,11,40,135
"97777","6800","VAUPES","6800010","PAPUNAHUA","6800010","68","2","2",183,74,11,0,63,5,10,2,11,5,1,0,2,1,1,1,23,0,0,1,0
"97666","6800","VAUPES","6800017","TARAIRA","6800017","68","6","6",1876,65,6,2,57,0,8,12,8,1,1,10,0,2,1,0,6,1,0,3,4
"97889","6800","VAUPES","6800022","YAVARATE","6800022","68","4","4",1062,48,8,1,39,1,5,9,4,0,1,3,0,0,0,0,14,0,0,1,1
"99773","7200","VICHADA","7200006","CUMARIBO","7200006","72","93","91",25597,1648,596,92,960,21,116,275,84,54,17,68,16,29,21,15,83,20,17,26,98
"99524","7200","VICHADA","7200008","LA PRIMAVERA","7200008","72","28","28",7578,1004,107,44,853,6,30,604,20,15,15,59,3,19,7,2,43,5,2,6,17
"99001","7200","VICHADA","7200001","PUERTO CARRENO","7200001","72","69","69",21526,3252,486,208,2558,36,318,1068,177,114,56,321,19,103,32,40,129,27,13,28,77
"99624","7200","VICHADA","7200002","SANTA ROSALIA","7200002","72","13","13",3503,606,99,24,483,6,26,313,11,14,5,30,2,19,7,7,13,2,0,3,25
