"mpio_cdpmp","dep_amb","dep_nombre","mun_amb","mun_nombre","amb_code","dep_code","mesas_instaladas","mesas_escrutadas","votantes_potenciales","votantes","no_marcados","nulos","validos","LEONARDO.HUMBERTO.HUERTA.GUTIERREZ","CLAUDIA.NAYIBE.LOPEZ.HERNANDEZ","PALOMA.SUSANA.VALENCIA.LASERNA","JUAN.MANUEL.GALAN.PACHON","VICTORIA.EUGENIA.DAVILA.HOYOS","ENRIQUE.PEÑALOSA.LONDOÑO","JUAN.DANIEL.OVIEDO.ARANGO","MAURICIO.CARDENAS.SANTAMARIA","JUAN.CARLOS.PINZON.BUENO","DAVID.ANDRES.LUNA.SANCHEZ","ANIBAL.GAVIRIA.CORREA","ROY.LEONARDO.BARRERAS.MONTEALEGRE","MARTHA.VIVIANA.BERNAL.AMAYA","HECTOR.ELIAS.PINEDA.SALAZAR","EDISON.LUCIO.TORRES.MORENO","DANIEL.QUINTERO.CALLE"
"25740","1500","CUNDINAMARCA","1500239","SIBATE","1500239","15","89","89",28234,6211,254,557,5400,25,702,1645,325,170,137,1580,31,347,55,20,151,20,21,23,148
"25743","1500","CUNDINAMARCA","1500241","SILVANIA","1500241","15","62","62",20336,3775,193,242,3340,15,254,1871,167,113,84,431,26,158,24,21,83,16,7,9,61
"25745","1500","CUNDINAMARCA","1500244","SIMIJACA","1500244","15","33","33",10353,3346,307,375,2664,9,334,1112,135,131,66,505,14,143,27,20,61,18,13,12,64
"25754","1500","CUNDINAMARCA","1500247","SOACHA","1500247","15","1036","1036",339995,71214,2784,7324,61106,329,8853,17198,4254,1699,1674,17875,457,3217,670,250,1351,418,335,354,2172
"25758","1500","CUNDINAMARCA","1500250","SOPO","1500250","15","65","65",20770,5186,144,354,4688,13,542,1632,208,86,148,1395,69,266,41,21,106,9,10,16,126
"25769","1500","CUNDINAMARCA","1500256","SUBACHOQUE","1500256","15","41","41",13231,4607,196,379,4032,17,367,2049,168,108,103,720,47,219,74,21,53,15,5,8,58
"25772","1500","CUNDINAMARCA","1500259","SUESCA","1500259","15","38","38",11887,3339,279,435,2625,21,527,629,247,126,77,579,24,168,30,13,55,26,7,16,80
"25777","1500","CUNDINAMARCA","1500262","SUPATA","1500262","15","15","15",4753,1279,69,85,1125,3,88,686,26,26,17,162,4,51,8,10,15,5,2,2,20
"25779","1500","CUNDINAMARCA","1500265","SUSA","1500265","15","17","17",5677,1472,133,85,1254,4,185,470,88,46,25,194,11,88,16,5,69,6,2,3,42
"25781","1500","CUNDINAMARCA","1500268","SUTATAUSA","1500268","15","14","14",4336,1149,91,80,978,3,97,499,50,46,10,174,4,32,10,6,25,1,4,3,14
"25785","1500","CUNDINAMARCA","1500271","TABIO","1500271","15","58","58",18715,5845,258,536,5051,22,811,1850,296,138,149,1099,73,289,55,23,84,26,21,16,99
"25793","1500","CUNDINAMARCA","1500274","TAUSA","1500274","15","21","21",6385,1533,102,120,1311,10,173,623,83,64,28,187,4,56,11,9,29,6,1,6,21
"25797","1500","CUNDINAMARCA","1500277","TENA","1500277","15","24","24",7957,1572,91,85,1396,3,130,681,87,50,43,197,14,78,33,4,36,3,1,3,33
"25799","1500","CUNDINAMARCA","1500280","TENJO","1500280","15","58","58",19154,5148,107,340,4701,24,617,1639,252,135,138,1167,57,273,170,13,101,14,4,4,93
"25805","1500","CUNDINAMARCA","1500283","TIBACUY","1500283","15","15","15",4558,1061,92,57,912,5,78,444,50,33,28,146,8,44,10,2,29,3,2,6,24
"25807","1500","CUNDINAMARCA","1500286","TIBIRITA","1500286","15","10","10",3069,603,76,36,491,7,51,215,21,17,16,100,7,27,7,1,9,0,2,3,8
"25815","1500","CUNDINAMARCA","1500289","TOCAIMA","1500289","15","41","41",13307,2241,150,135,1956,12,189,1044,127,66,29,231,15,75,20,9,35,6,5,8,85
"25817","1500","CUNDINAMARCA","1500292","TOCANCIPA","1500292","15","126","126",40247,12436,557,1433,10446,57,1541,3179,650,329,275,2985,76,486,95,29,157,84,38,82,383
"25823","1500","CUNDINAMARCA","1500295","TOPAIPI","1500295","15","14","14",4509,774,82,26,666,6,61,343,25,22,22,99,4,33,7,0,21,4,0,2,17
"25839","1500","CUNDINAMARCA","1500298","UBALA","1500298","15","35","35",8911,2187,249,110,1828,6,153,1218,54,40,34,143,6,69,12,8,47,6,1,3,28
"25841","1500","CUNDINAMARCA","1500301","UBAQUE","1500301","15","20","20",6364,1247,52,93,1102,4,89,506,51,21,30,198,12,51,17,4,81,3,1,4,30
"25843","1500","CUNDINAMARCA","1500304","VILLA DE SAN DIEGO DE UBATE","1500304","15","119","119",37178,11475,527,982,9966,55,1438,3873,487,474,206,2149,76,472,82,51,236,67,25,38,237
"25845","1500","CUNDINAMARCA","1500307","UNE","1500307","15","23","23",6917,1591,94,132,1365,4,133,585,110,23,28,213,13,74,24,2,126,3,3,4,20
"25851","1500","CUNDINAMARCA","1500316","UTICA","1500316","15","16","16",5095,1451,152,88,1211,5,53,854,33,16,25,129,13,22,14,3,26,4,0,4,10
"25506","1500","CUNDINAMARCA","1500318","VENECIA","1500318","15","14","14",3876,749,82,51,616,2,64,326,32,19,5,68,2,34,4,1,27,15,1,5,11
"25862","1500","CUNDINAMARCA","1500319","VERGARA","1500319","15","24","24",7381,1776,162,69,1545,6,95,1061,44,38,10,176,1,38,8,4,27,6,3,6,22
"25867","1500","CUNDINAMARCA","1500322","VIANI","1500322","15","14","14",4430,1054,50,63,941,1,60,613,31,17,13,100,5,41,11,3,34,4,2,1,5
"25871","1500","CUNDINAMARCA","1500323","VILLAGOMEZ","1500323","15","8","8",2230,449,35,27,387,0,22,225,34,8,1,60,1,15,6,0,6,0,0,0,9
"25873","1500","CUNDINAMARCA","1500325","VILLAPINZON","1500325","15","45","45",14656,4271,195,208,3868,8,350,2077,127,127,61,531,32,377,23,22,52,13,10,6,52
"25875","1500","CUNDINAMARCA","1500328","VILLETA","1500328","15","81","81",25365,5469,259,360,4850,17,271,2607,386,145,97,816,23,191,60,27,91,19,10,12,78
"25878","1500","CUNDINAMARCA","1500331","VIOTA","1500331","15","39","39",12162,1945,143,120,1682,5,141,997,72,45,29,145,7,73,12,6,42,5,4,6,93
"25885","1500","CUNDINAMARCA","1500334","YACOPI","1500334","15","39","39",11173,1686,119,76,1491,2,52,831,44,26,8,72,5,42,12,5,367,4,2,1,18
"25898","1500","CUNDINAMARCA","1500337","ZIPACON","1500337","15","13","13",4387,1147,57,93,997,6,104,399,65,28,24,186,8,45,18,3,75,7,1,6,22
"25899","1500","CUNDINAMARCA","1500340","ZIPAQUIRA","1500340","15","336","336",110079,30953,963,3088,26902,100,3807,7899,1346,644,681,8394,280,1425,355,94,710,158,90,87,832
"94343","5000","GUAINIA","5000070","BARRANCOMINAS","5000070","50","19","19",5403,245,116,5,124,7,16,19,14,6,2,10,2,5,3,5,8,1,0,8,18
"94886","5000","GUAINIA","5000073","CACAHUAL","5000073","50","1","1",267,4,0,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"94001","5000","GUAINIA","5000001","INIRIDA","5000001","50","88","88",27944,4095,727,223,3145,147,425,907,330,126,77,409,35,91,47,35,166,55,42,45,208
"94885","5000","GUAINIA","5000078","LA GUADALUPE","5000078","50","1","1",213,8,0,0,8,0,0,0,0,1,0,1,1,2,0,0,0,0,0,1,2
"94888","5000","GUAINIA","5000083","MORICHAL","5000083","50","1","1",236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"94887","5000","GUAINIA","5000087","PANA PANA","5000087","50","4","4",633,48,7,0,41,1,5,6,5,1,2,2,1,3,5,1,1,0,0,2,6
"94884","5000","GUAINIA","5000090","PUERTO COLOMBIA","5000090","50","5","5",1300,52,14,1,37,0,5,20,4,2,0,1,0,0,0,0,0,0,1,1,3
"94883","5000","GUAINIA","5000092","SAN FELIPE","5000092","50","3","3",933,27,6,1,20,2,1,7,1,1,0,2,1,1,1,0,1,0,0,1,1
"95015","5400","GUAVIARE","5400003","CALAMAR","5400003","54","24","24",7409,933,181,77,675,11,109,225,91,29,12,60,5,30,19,8,15,5,3,22,31
"95025","5400","GUAVIARE","5400007","EL RETORNO","5400007","54","33","33",10241,1481,209,105,1167,8,129,601,109,43,9,87,3,45,19,5,32,6,2,24,45
"95200","5400","GUAVIARE","5400012","MIRAFLORES","5400012","54","15","15",3747,241,55,11,175,6,39,31,14,12,4,22,0,7,3,1,15,1,3,6,11
"95001","5400","GUAVIARE","5400001","SAN JOSE DEL GUAVIARE","5400001","54","156","150",48750,8377,966,720,6691,53,717,2666,773,239,108,952,31,161,134,32,368,42,30,90,295
"41006","1900","HUILA","1900004","ACEVEDO","1900004","19","71","71",23574,4410,397,206,3807,15,119,2923,245,122,29,157,9,48,16,4,35,18,4,12,51
"41013","1900","HUILA","1900007","AGRADO","1900007","19","26","26",8254,1137,130,107,900,6,44,520,45,48,10,114,3,20,9,3,39,2,1,11,25
"41016","1900","HUILA","1900010","AIPE","1900010","19","52","52",16542,2573,203,241,2129,4,168,1177,122,92,19,195,11,47,22,10,134,3,3,15,107
"41020","1900","HUILA","1900013","ALGECIRAS","1900013","19","58","58",18610,1931,288,135,1508,9,102,846,105,89,14,121,3,58,7,1,87,13,4,6,43
"41026","1900","HUILA","1900016","ALTAMIRA","1900016","19","11","11",3618,385,28,29,328,0,16,189,14,4,1,40,1,2,6,1,45,1,1,2,5
"41078","1900","HUILA","1900019","BARAYA","1900019","19","22","22",6535,1272,196,76,1000,1,62,601,72,51,11,65,2,20,9,3,75,4,0,5,19
"41132","1900","HUILA","1900022","CAMPOALEGRE","1900022","19","83","83",26480,3262,240,349,2673,7,220,1430,159,114,34,308,16,59,31,7,186,13,5,18,66
"41206","1900","HUILA","1900028","COLOMBIA","1900028","19","23","23",7011,1196,121,51,1024,3,31,761,49,26,6,74,4,29,4,3,9,6,1,4,14
"41244","1900","HUILA","1900031","ELIAS","1900031","19","13","13",3966,705,75,55,575,2,32,355,29,22,6,49,3,17,8,1,23,3,2,4,19
"41298","1900","HUILA","1900034","GARZON","1900034","19","180","180",61202,13364,1144,1123,11097,58,867,6323,527,575,156,1085,62,413,149,79,368,59,42,55,279
"41306","1900","HUILA","1900037","GIGANTE","1900037","19","65","65",20915,3509,334,306,2869,8,209,1781,148,133,30,226,11,83,24,8,97,17,11,20,63
"41319","1900","HUILA","1900040","GUADALUPE","1900040","19","46","46",14881,2409,269,154,1986,9,120,1231,122,95,21,147,9,55,19,6,72,11,8,13,48
"41349","1900","HUILA","1900043","HOBO","1900043","19","21","21",6445,1014,133,108,773,6,71,410,43,49,15,92,3,24,5,2,19,6,3,6,19
"41357","1900","HUILA","1900046","IQUIRA","1900046","19","26","26",8016,1155,120,59,976,3,54,589,38,41,13,114,5,33,7,0,44,8,2,3,22
"41359","1900","HUILA","1900044","ISNOS","1900044","19","70","70",22687,2585,316,203,2066,8,87,1285,138,93,26,192,9,53,16,7,35,19,6,20,72
"41378","1900","HUILA","1900047","LA ARGENTINA","1900047","19","40","40",13144,1755,207,128,1420,2,75,803,66,43,9,98,3,33,7,1,225,9,2,10,34
"41396","1900","HUILA","1900049","LA PLATA","1900049","19","136","136",47012,7159,733,681,5745,32,398,3230,273,328,74,622,27,220,55,29,233,35,20,26,143
"41483","1900","HUILA","1900050","NATAGA","1900050","19","17","17",5486,884,117,46,721,8,54,482,42,22,7,39,4,21,5,2,15,4,1,4,11
"41001","1900","HUILA","1900001","NEIVA","1900001","19","889","889",297137,73221,4355,7421,61445,304,5504,27747,3205,2418,1087,11265,474,1744,1296,289,3066,386,233,328,2099
"41503","1900","HUILA","1900051","OPORAPA","1900051","19","29","29",9185,1611,181,68,1362,5,55,1037,56,46,9,82,1,23,5,3,11,6,2,7,14
"41518","1900","HUILA","1900052","PAICOL","1900052","19","18","18",5583,1600,144,94,1362,6,64,975,50,50,14,97,10,36,10,1,17,9,1,3,19
"41524","1900","HUILA","1900055","PALERMO","1900055","19","68","68",22614,3781,343,407,3031,13,190,1793,148,102,32,410,11,90,34,15,73,15,7,21,77
"41530","1900","HUILA","1900056","PALESTINA","1900056","19","32","32",10299,1409,193,87,1129,8,55,758,49,45,11,75,5,30,7,3,28,4,3,11,37
"41548","1900","HUILA","1900058","PITAL","1900058","19","33","33",10687,1779,240,136,1403,5,82,883,73,87,23,97,9,37,11,3,39,12,2,8,32
"41551","1900","HUILA","1900061","PITALITO","1900061","19","332","332",113482,19404,1821,1733,15850,77,1142,8792,945,738,233,2060,85,480,181,51,329,115,57,74,491
"41615","1900","HUILA","1900064","RIVERA","1900064","19","63","63",20202,4672,520,470,3682,19,237,1860,213,183,47,448,27,83,35,13,351,19,7,20,120
"41660","1900","HUILA","1900067","SALADOBLANCO","1900067","19","34","34",10871,2264,317,93,1854,7,69,1438,72,64,17,64,0,33,7,5,25,14,6,8,25
"41668","1900","HUILA","1900070","SAN AGUSTIN","1900070","19","87","87",27574,3935,564,235,3136,11,200,2007,168,137,40,206,13,106,25,13,74,17,6,26,87
"41676","1900","HUILA","1900074","SANTA MARIA","1900074","19","28","28",8991,1477,95,68,1314,3,52,954,24,46,12,122,5,38,8,5,17,4,2,8,14
"41770","1900","HUILA","1900076","SUAZA","1900076","19","50","50",16518,1488,120,83,1285,3,47,911,36,30,18,72,3,23,9,5,91,3,0,2,32
"41791","1900","HUILA","1900079","TARQUI","1900079","19","42","42",13386,2080,170,115,1795,12,57,1230,49,55,22,135,44,54,41,7,46,6,4,9,24
"41799","1900","HUILA","1900082","TELLO","1900082","19","35","35",11319,1639,216,145,1278,12,62,788,83,72,22,101,5,38,17,5,31,3,2,9,28
"41801","1900","HUILA","1900085","TERUEL","1900085","19","22","22",6931,1832,170,96,1566,4,57,1207,38,33,8,102,6,36,12,1,28,5,4,5,20
"41797","1900","HUILA","1900025","TESALIA","1900025","19","28","28",8901,1883,192,175,1516,5,94,1043,55,56,15,101,7,51,8,8,20,7,3,4,39
"41807","1900","HUILA","1900088","TIMANA","1900088","19","54","54",17520,2528,181,182,2165,8,111,1407,92,117,30,159,13,62,15,7,70,18,3,12,41
"41872","1900","HUILA","1900091","VILLAVIEJA","1900091","19","22","22",6980,1174,157,105,912,4,86,504,34,45,10,75,5,35,22,5,45,4,3,12,23
"41885","1900","HUILA","1900094","YAGUARA","1900094","19","23","23",7182,1505,131,160,1214,8,74,700,49,53,23,188,6,22,18,0,21,7,6,5,34
"44035","4800","LA GUAJIRA","4800002","ALBANIA","4800002","48","64","64",21600,1532,336,201,995,23,117,354,50,43,27,86,13,29,37,8,66,26,20,32,64
"44078","4800","LA GUAJIRA","4800004","BARRANCAS","4800004","48","84","84",27343,3542,681,319,2542,32,261,935,137,164,53,155,24,86,145,22,237,40,31,87,133
"44090","4800","LA GUAJIRA","4800005","DIBULLA","4800005","48","74","74",23960,1781,405,137,1239,27,173,464,72,62,35,74,20,43,44,16,69,20,20,43,57
"44098","4800","LA GUAJIRA","4800008","DISTRACCION","4800008","48","35","35",11169,1033,130,81,822,15,67,331,35,39,21,96,7,43,28,7,75,9,8,14,27
"44110","4800","LA GUAJIRA","4800006","EL MOLINO","4800006","48","27","27",8988,854,118,52,684,12,54,364,27,39,11,39,3,21,19,13,43,3,5,6,25
"44279","4800","LA GUAJIRA","4800007","FONSECA","4800007","48","103","103",32543,3360,511,312,2537,38,258,964,147,89,49,238,33,53,105,20,311,37,30,46,119
"44378","4800","LA GUAJIRA","4800009","HATONUEVO","4800009","48","51","51",16449,1860,480,237,1143,25,141,324,71,60,27,110,21,33,42,9,119,20,15,42,84
"44420","4800","LA GUAJIRA","4800012","LA JAGUA DEL PILAR","4800012","48","16","16",5137,500,55,31,414,6,25,195,46,14,4,35,15,7,18,2,16,3,5,7,16
"44430","4800","LA GUAJIRA","4800010","MAICAO","4800010","48","419","418",143165,13674,2368,1285,10021,172,907,3724,699,516,204,659,125,323,363,151,719,371,265,203,620
"44560","4800","LA GUAJIRA","4800011","MANAURE","4800011","48","188","187",63035,2804,870,177,1757,58,193,766,93,83,34,91,32,45,58,16,117,30,16,36,89
"44001","4800","LA GUAJIRA","4800001","RIOHACHA","4800001","48","494","493",158474,21114,2830,2508,15776,236,1678,6056,932,723,346,1353,185,468,765,101,1512,183,147,286,805
"44650","4800","LA GUAJIRA","4800013","SAN JUAN DEL CESAR","4800013","48","120","120",37031,6261,775,497,4989,58,355,2724,133,263,57,235,33,73,151,46,617,42,36,56,110
"44847","4800","LA GUAJIRA","4800016","URIBIA","4800016","48","387","383",129879,4367,1480,425,2462,91,240,820,275,133,59,119,46,82,100,34,148,59,38,62,156
"44855","4800","LA GUAJIRA","4800018","URUMITA","4800018","48","30","30",9448,1577,234,163,1180,17,71,493,51,38,27,81,97,25,57,4,107,13,9,29,61
"44874","4800","LA GUAJIRA","4800020","VILLANUEVA","4800020","48","63","63",20650,3030,387,305,2338,112,184,1181,89,115,34,156,13,52,104,10,102,40,27,45,74
"47030","2100","MAGDALENA","2100008","ALGARROBO","2100008","21","36","36",11238,976,322,94,560,6,54,203,33,30,8,34,11,15,16,3,60,9,4,36,38
"47053","2100","MAGDALENA","2100010","ARACATACA","2100010","21","95","95",30800,3637,940,382,2315,42,202,862,156,157,42,160,22,57,66,20,288,30,24,72,115
"47058","2100","MAGDALENA","2100012","ARIGUANI","2100012","21","77","77",25008,1710,168,123,1419,16,60,818,74,73,17,80,10,45,50,1,89,5,8,19,54
"47161","2100","MAGDALENA","2100013","CERRO DE SAN ANTONIO","2100013","21","30","30",9224,584,123,40,421,0,19,194,27,14,7,19,3,7,12,3,87,3,2,3,21
"47170","2100","MAGDALENA","2100015","CHIVOLO","2100015","21","49","49",15899,1023,179,37,807,11,32,449,31,42,12,38,5,11,13,1,106,0,5,11,40
"47189","2100","MAGDALENA","2100016","CIENAGA","2100016","21","283","283",94906,16046,2774,2497,10775,187,1160,4328,851,749,197,800,80,268,479,72,508,150,116,291,539
"47205","2100","MAGDALENA","2100020","CONCORDIA","2100020","21","38","38",12353,925,127,37,761,11,55,363,51,16,16,44,9,7,43,6,75,6,3,18,38
"47245","2100","MAGDALENA","2100025","EL BANCO","2100025","21","162","162",52945,4893,754,360,3779,40,326,1880,150,255,44,187,46,94,77,15,422,26,23,63,131
"47258","2100","MAGDALENA","2100028","EL PINON","2100028","21","46","46",14304,1082,216,59,807,9,49,303,45,29,13,25,8,20,125,4,133,5,6,13,20
"47268","2100","MAGDALENA","2100030","EL RETEN","2100030","21","51","51",16780,953,277,117,559,13,60,199,41,32,16,36,10,10,25,4,41,2,10,20,40
"47288","2100","MAGDALENA","2100031","FUNDACION","2100031","21","176","176",60685,8007,1765,964,5278,47,352,2605,306,332,147,331,28,138,247,39,298,48,45,101,214
"47318","2100","MAGDALENA","2100040","GUAMAL","2100040","21","82","82",25242,1952,279,89,1584,62,152,807,66,82,19,56,4,50,69,7,102,11,0,62,35
"47460","2100","MAGDALENA","2100042","NUEVA GRANADA","2100042","21","54","54",17402,1112,182,68,862,12,50,514,35,43,11,30,6,13,22,1,72,7,3,11,32
"47541","2100","MAGDALENA","2100046","PEDRAZA","2100046","21","32","32",10946,1249,172,43,1034,10,37,628,40,29,14,62,8,14,25,7,66,7,0,5,82
"47545","2100","MAGDALENA","2100048","PIJINO DEL CARMEN","2100048","21","36","36",10074,909,108,49,752,4,42,379,24,46,9,27,4,15,13,1,141,4,3,11,29
"47551","2100","MAGDALENA","2100049","PIVIJAY","2100049","21","96","96",31480,3403,594,280,2529,19,127,1046,167,108,47,96,22,51,77,6,563,28,24,54,94
"47555","2100","MAGDALENA","2100052","PLATO","2100052","21","132","132",44536,4738,832,548,3358,44,285,1496,291,158,38,187,24,95,189,22,205,31,31,69,193
"47570","2100","MAGDALENA","2100055","PUEBLOVIEJO","2100055","21","69","69",22924,2398,719,298,1381,29,174,577,130,120,42,68,10,31,28,5,37,21,15,35,59
"47605","2100","MAGDALENA","2100058","REMOLINO","2100058","21","26","26",7788,737,201,65,471,11,46,207,18,28,11,30,3,6,20,5,46,2,6,15,17
"47660","2100","MAGDALENA","2100060","SABANAS DE SAN ANGEL","2100060","21","43","43",12694,1031,174,35,822,13,45,496,42,53,15,23,6,10,30,7,39,13,2,15,13
"47675","2100","MAGDALENA","2100067","SALAMINA","2100067","21","26","26",8514,933,268,47,618,9,48,349,24,16,7,46,4,7,29,5,29,8,4,18,15
"47692","2100","MAGDALENA","2100070","SAN SEBASTIAN DE BUENAVISTA","2100070","21","60","60",18435,1571,274,76,1221,12,80,612,77,85,17,41,2,29,16,5,178,0,4,22,41
"47703","2100","MAGDALENA","2100073","SAN ZENON","2100073","21","32","32",9660,852,145,42,665,4,30,285,40,43,12,26,2,15,14,2,162,4,0,4,22
"47707","2100","MAGDALENA","2100076","SANTA ANA","2100076","21","57","57",18084,1662,246,100,1316,12,63,800,66,58,21,43,12,30,44,6,83,12,3,10,53
"47720","2100","MAGDALENA","2100078","SANTA BARBARA DE PINTO","2100078","21","30","30",9296,661,138,24,499,1,23,234,19,25,7,24,0,6,7,2,113,4,0,11,23
"47001","2100","MAGDALENA","2100001","SANTA MARTA","2100001","21","1233","1233",409754,82901,7192,10285,65424,724,5755,28343,4439,3234,1215,7009,500,1928,3301,364,3594,587,512,888,3031
"47745","2100","MAGDALENA","2100079","SITIONUEVO","2100079","21","66","66",21755,3205,752,316,2137,42,200,661,178,147,52,88,17,41,82,12,418,23,31,51,94
"47798","2100","MAGDALENA","2100085","TENERIFE","2100085","21","40","40",12158,871,173,46,652,8,35,299,39,29,6,30,10,12,19,6,101,2,7,14,35
"47960","2100","MAGDALENA","2100090","ZAPAYAN","2100090","21","30","30",9187,705,96,35,574,7,31,353,19,17,7,19,5,36,18,3,43,2,1,1,12
"47980","2100","MAGDALENA","2100095","ZONA BANANERA","2100095","21","153","153",51678,4374,1201,609,2564,61,224,1072,196,168,68,104,23,63,84,8,115,35,30,124,189
"50006","5200","META","5200005","ACACIAS","5200005","52","233","233",77155,23981,1366,2662,19953,93,1579,10538,949,622,350,3497,109,570,180,93,495,128,70,124,556
"50110","5200","META","5200006","BARRANCA DE UPIA","5200006","52","19","19",5718,1123,150,98,875,4,67,494,31,31,17,104,3,21,23,12,15,5,3,15,30
"50124","5200","META","5200008","CABUYARO","5200008","52","20","20",6197,1614,212,113,1289,10,67,861,45,43,22,91,4,35,12,8,33,5,3,27,23
"50150","5200","META","5200010","CASTILLA LA NUEVA","5200010","52","41","41",13351,4090,342,431,3317,128,289,1765,119,122,29,455,12,67,32,30,132,27,13,22,75
"50223","5200","META","5200015","CUBARRAL","5200015","52","18","18",5761,1610,96,87,1427,2,49,1059,23,22,17,136,6,35,8,5,25,4,3,10,23
"50226","5200","META","5200020","CUMARAL","5200020","52","64","64",19538,5287,360,434,4493,15,302,2831,157,141,59,532,17,117,43,23,101,28,15,23,89
"50245","5200","META","5200025","EL CALVARIO","5200025","52","8","8",1557,425,40,28,357,0,8,285,5,2,1,37,1,1,2,3,7,1,0,0,4
"50251","5200","META","5200027","EL CASTILLO","5200027","52","21","21",6372,774,102,59,613,5,67,344,32,17,8,48,4,27,3,5,24,3,2,11,13
"50270","5200","META","5200028","EL DORADO","5200028","52","13","13",3826,1407,119,49,1239,0,35,1000,11,17,21,71,6,27,6,1,19,3,1,7,14
"50287","5200","META","5200030","FUENTE DE ORO","5200030","52","33","33",10072,1595,141,132,1322,8,71,914,54,39,11,111,2,18,5,4,35,11,1,17,21
"50313","5200","META","5200035","GRANADA","5200035","52","177","177",60416,11040,781,939,9320,77,760,5407,360,342,105,1172,42,231,80,36,327,65,26,69,221
"50318","5200","META","5200040","GUAMAL","5200040","52","42","42",13621,4478,275,349,3854,20,232,2409,156,123,79,502,18,102,15,18,75,25,11,11,58
"50350","5200","META","5200041","LA MACARENA","5200041","52","37","37",11689,1160,255,99,806,9,99,337,52,42,15,67,10,30,6,10,35,17,7,26,44
"50400","5200","META","5200042","LEJANIAS","5200042","52","28","28",8982,1528,158,103,1267,6,51,753,36,27,16,59,5,38,206,8,24,6,7,4,21
"50325","5200","META","5200046","MAPIRIPAN","5200046","52","24","24",6173,872,306,85,481,8,51,245,22,25,12,27,3,8,7,3,18,10,3,18,21
"50330","5200","META","5200044","MESETAS","5200044","52","29","29",9425,1168,199,109,860,5,86,510,26,42,17,64,5,13,6,4,35,7,5,14,21
"50450","5200","META","5200047","PUERTO CONCORDIA","5200047","52","23","23",7480,972,201,65,706,7,60,402,21,35,8,37,13,26,20,9,31,4,4,9,20
"50568","5200","META","5200043","PUERTO GAITAN","5200043","52","174","174",56342,12839,1488,1923,9428,133,1067,3499,576,568,204,1155,60,293,100,80,790,147,64,201,491
"50577","5200","META","5200048","PUERTO LLERAS","5200048","52","25","25",7445,1319,206,85,1028,4,70,604,43,37,12,72,5,39,18,6,77,7,2,7,25
"50573","5200","META","5200045","PUERTO LOPEZ","5200045","52","84","84",26399,4194,301,266,3627,20,234,2240,139,109,52,369,13,86,23,24,185,27,11,22,73
"50590","5200","META","5200049","PUERTO RICO","5200049","52","31","31",9675,1263,195,111,957,8,70,529,36,31,22,87,3,32,11,9,29,15,8,26,41
"50606","5200","META","5200050","RESTREPO","5200050","52","54","54",17832,4604,244,322,4038,12,204,2600,103,102,60,598,16,103,35,12,101,9,8,12,63
"50680","5200","META","5200055","SAN CARLOS DE GUAROA","5200055","52","31","31",9788,1558,185,149,1224,3,83,708,34,37,18,105,9,25,8,10,58,30,4,15,77
"50683","5200","META","5200058","SAN JUAN DE ARAMA","5200058","52","22","22",6428,1173,104,56,1013,43,42,729,18,26,11,50,3,26,2,1,15,11,6,13,17
"50686","5200","META","5200059","SAN JUANITO","5200059","52","7","7",1421,205,11,4,190,1,9,137,3,5,1,16,0,5,3,1,2,0,1,0,6
"50689","5200","META","5200060","SAN MARTIN","5200060","52","62","62",19048,4146,327,379,3440,17,245,2078,122,141,53,428,13,98,24,21,64,17,14,32,73
"50370","5200","META","5200074","URIBE","5200074","52","23","23",7411,274,57,52,165,3,26,44,9,7,1,25,1,5,0,0,23,0,1,3,17
"50001","5200","META","5200001","VILLAVICENCIO","5200001","52","1236","1236",405921,115597,4711,9025,101861,513,6206,55988,3661,2775,1774,18518,604,3209,1090,379,3713,495,292,396,2248
"50711","5200","META","5200080","VISTAHERMOSA","5200080","52","48","48",14544,2251,339,177,1735,11,175,1028,73,71,17,129,6,52,7,12,60,12,4,33,45
"52019","2300","NARINO","2300004","ALBAN","2300004","23","26","26",7545,1471,197,84,1190,3,60,827,23,28,10,86,5,57,4,4,43,2,4,10,24
"52022","2300","NARINO","2300007","ALDANA","2300007","23","21","21",6357,713,124,53,536,10,53,162,27,20,4,60,2,19,5,3,20,4,4,2,141
"52036","2300","NARINO","2300010","ANCUYA","2300010","23","26","26",7236,611,105,40,466,3,38,195,27,19,4,45,12,18,1,1,44,4,1,14,40
"52051","2300","NARINO","2300013","ARBOLEDA","2300013","23","20","20",6166,640,73,21,546,0,20,387,11,13,5,30,3,22,0,2,30,1,0,6,16
"52079","2300","NARINO","2300016","BARBACOAS","2300016","23","94","88",24403,1526,185,117,1224,12,130,237,44,43,31,35,13,21,11,9,550,19,9,27,33
"52083","2300","NARINO","2300017","BELEN","2300017","23","18","18",5511,622,89,29,504,1,49,217,38,16,9,57,2,19,3,0,21,2,3,9,58
"52110","2300","NARINO","2300019","BUESACO","2300019","23","63","63",19140,2369,416,154,1799,10,163,1011,64,50,27,150,9,64,8,10,124,14,7,26,62
"52240","2300","NARINO","2300038","CHACHAGUI","2300038","23","37","37",11544,1217,213,108,896,8,77,457,33,25,14,89,7,72,5,5,45,4,3,16,36
"52203","2300","NARINO","2300022","COLON","2300022","23","25","25",7233,738,134,58,546,7,39,212,26,12,4,30,1,19,3,4,136,3,1,7,42
